speaker,L1,word,wav_path,start,end
MD,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp71.wav,0.61,0.99
MD,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp21.wav,1.22776,1.57459
MD,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp30.wav,0.85048,1.15564
MD,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp4.wav,0.35,0.72109
MD,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp43.wav,0.93,1.27
MD,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp63.wav,0.55,0.88354
MD,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp76.wav,0.79,1.20188
MD,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp1.wav,1.09222,1.6207
MD,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp18.wav,0.46,1.01
MD,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp28.wav,0.52897,1.03221
MD,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp49.wav,0.69093,1.09673
MD,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp54.wav,0.6,0.99236
MD,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp72.wav,0.52273,1.07
MD,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp10.wav,0.75,1.45
MD,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp36.wav,0.83,1.66589
MD,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp46.wav,0.69725,1.44
MD,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp61.wav,0.58,1.21
MD,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp70.wav,0.82042,1.49
MD,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp73.wav,0.66,1.23
MD,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp17.wav,0.54414,0.8837
MD,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp27.wav,0.44277,0.84866
MD,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp40.wav,0.5343,0.81
MD,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp62.wav,0.52,0.86223
MD,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp65.wav,0.60442,0.85
MD,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp7.wav,0.58,1.06
MD,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp11.wav,0.75,1.19484
MD,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp19.wav,0.64,1.19057
MD,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp25.wav,0.76649,1.23
MD,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp39.wav,0.7,1.11
MD,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp56.wav,1.37,1.74
MD,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp74.wav,0.98,1.41
MD,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp22.wav,1.31,2.06986
MD,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp33.wav,0.72,1.49861
MD,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp48.wav,0.64,1.26065
MD,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp6.wav,0.57,1.25
MD,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp60.wav,0.85,1.56
MD,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp75.wav,1.1641,1.81
MD,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp2.wav,0.49577,0.92
MD,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp23.wav,0.62,1.06
MD,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp31.wav,0.58,1.04
MD,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp38.wav,0.67,1.06
MD,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp51.wav,0.51687,0.95306
MD,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp69.wav,0.83176,1.20618
MD,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp13.wav,1.42475,1.96
MD,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp15.wav,0.84845,1.30438
MD,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp32.wav,0.78262,1.21666
MD,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp50.wav,0.48656,1.03322
MD,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp57.wav,0.62612,1.16
MD,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp78.wav,0.64481,1.03
MD,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp16.wav,0.55,0.94291
MD,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp34.wav,0.7,1.16682
MD,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp44.wav,0.79,1.19
MD,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp53.wav,0.71,1.12
MD,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp77.wav,0.61,1.02411
MD,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MD\md_fra_list1_FRcorp9.wav,0.99,1.43
MM,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp14.wav,0.81,1.50195
MM,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp26.wav,0.89,1.69
MM,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp3.wav,0.8,1.41586
MM,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp41.wav,0.87,1.6441
MM,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp58.wav,0.87002,1.64918
MM,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp67.wav,0.76,1.52755
MM,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp20.wav,0.84,1.3539
MM,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp29.wav,0.88,1.43321
MM,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp45.wav,0.82,1.34334
MM,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp5.wav,0.73,1.23753
MM,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp52.wav,0.79528,1.33338
MM,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp68.wav,0.81951,1.3483
MM,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp12.wav,0.8,1.39
MM,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp35.wav,0.79,1.47
MM,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp47.wav,0.84,1.4891
MM,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp55.wav,0.92609,1.54349
MM,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp66.wav,0.84,1.49
MM,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp71.wav,0.86,1.49828
MM,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp21.wav,0.86058,1.42
MM,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp30.wav,1.06295,1.60294
MM,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp4.wav,0.76742,1.23
MM,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp43.wav,1.08879,1.66457
MM,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp63.wav,1.1,1.69157
MM,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp76.wav,0.8934,1.46588
MM,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp1.wav,1.57,2.10504
MM,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp18.wav,0.84,1.4083
MM,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp28.wav,0.77521,1.3952
MM,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp49.wav,0.98,1.599
MM,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp54.wav,0.87921,1.45152
MM,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp72.wav,0.75,1.38725
MM,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp10.wav,1.19379,2.13052
MM,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp36.wav,0.77026,1.68362
MM,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp46.wav,1.06,2.01604
MM,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp61.wav,0.91129,1.77
MM,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp70.wav,0.63,1.57
MM,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp73.wav,0.82896,1.7232
MM,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp17.wav,0.6706,1.16
MM,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp27.wav,0.83,1.32
MM,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp40.wav,1.12,1.54998
MM,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp62.wav,0.84,1.32851
MM,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp65.wav,0.81479,1.25235
MM,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp7.wav,0.89,1.3383
MM,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp11.wav,0.8,1.81
MM,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp19.wav,0.95,1.67531
MM,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp25.wav,1.00429,1.61236
MM,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp39.wav,0.91075,1.54086
MM,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp56.wav,0.95753,1.59012
MM,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp74.wav,1.02,1.62338
MM,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp22.wav,0.89,1.84
MM,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp33.wav,0.89,1.95012
MM,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp48.wav,0.93,1.93
MM,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp6.wav,1.04,1.91905
MM,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp60.wav,0.92,1.90315
MM,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp75.wav,1.0,1.98
MM,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp2.wav,0.92,1.44284
MM,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp23.wav,0.65,1.23178
MM,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp31.wav,0.81713,1.43226
MM,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp38.wav,0.82557,1.41
MM,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp51.wav,0.81,1.40925
MM,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp69.wav,0.81321,1.56332
MM,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp13.wav,1.02265,1.69
MM,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp15.wav,0.75085,1.36814
MM,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp32.wav,0.96522,1.65465
MM,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp50.wav,0.8073,1.60356
MM,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp57.wav,0.88925,1.68275
MM,ru,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp78.wav,1.08,1.85
MM,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp16.wav,0.8,1.13887
MM,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp34.wav,1.033,1.4
MM,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp44.wav,0.9543,1.34505
MM,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp53.wav,1.2,1.56
MM,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp77.wav,1.07628,1.49
MM,ru,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\MM\mm_rus_list1_FRcorp9.wav,0.82,1.21187
RN,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp14.wav,1.88,2.52763
RN,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp26.wav,1.22,1.82
RN,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp3.wav,0.83,1.50132
RN,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp41.wav,0.65,1.31
RN,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp58.wav,0.56,1.32616
RN,ru,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp67.wav,1.08,1.73
RN,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp20.wav,1.43813,1.91518
RN,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp29.wav,0.78,1.24957
RN,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp45.wav,1.44,1.92484
RN,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp5.wav,1.15,1.67182
RN,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp52.wav,0.62306,1.09
RN,ru,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp68.wav,0.91,1.37046
RN,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp12.wav,1.12,1.82654
RN,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp35.wav,0.54,1.18738
RN,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp47.wav,0.56,1.2854
RN,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp55.wav,0.58,1.22206
RN,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp66.wav,0.49286,1.17
RN,ru,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp71.wav,0.5383,1.07537
RN,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp21.wav,0.87821,1.27
RN,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp30.wav,0.74726,1.21119
RN,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp4.wav,0.84215,1.3
RN,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp43.wav,1.64104,2.02726
RN,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp63.wav,0.61187,1.03816
RN,ru,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp76.wav,1.06416,1.5481
RN,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp1.wav,1.28391,1.8001
RN,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp18.wav,0.83882,1.42803
RN,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp28.wav,0.73,1.23
RN,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp49.wav,1.30558,1.88
RN,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp54.wav,0.49,1.01
RN,ru,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp72.wav,0.72,1.19
RN,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp10.wav,3.01201,4.25588
RN,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp36.wav,0.95,1.83
RN,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp46.wav,0.85,1.72
RN,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp61.wav,0.83,1.69
RN,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp70.wav,0.87,1.82
RN,ru,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp73.wav,0.48,1.36
RN,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp17.wav,0.87837,1.30144
RN,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp27.wav,0.72326,1.15051
RN,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp40.wav,0.66135,1.2
RN,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp62.wav,0.63365,1.10239
RN,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp65.wav,0.8753,1.31
RN,ru,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp7.wav,1.17348,1.46925
RN,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp11.wav,1.85,2.55522
RN,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp19.wav,1.3738,2.04
RN,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp25.wav,1.55376,2.01854
RN,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp39.wav,1.42,2.11
RN,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp56.wav,0.51,1.1
RN,ru,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp74.wav,0.55867,1.17
RN,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp22.wav,2.47,3.30316
RN,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp33.wav,0.62084,1.51379
RN,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp48.wav,0.54,1.54
RN,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp6.wav,1.22,2.19
RN,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp60.wav,0.78138,1.64791
RN,ru,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp75.wav,0.55,1.47545
RN,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp2.wav,0.94464,1.46078
RN,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp23.wav,1.25683,1.83891
RN,ru,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\RN\rn_rus_list1_FRcorp31.wav,0.99361,1.57313
